MAKE,MODEL_YR,VEHICLE_TYPE,DRIVE_TRAIN,BODY_FRAME,BLIND_SPOT_DETECTION,ARS,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING,CRASH_IMMINENT_BRAKE,DYNAMIC_BRAKE_SUPPORT,OVERALL_STARS,BACKUP_CAMERA
GMC,2017,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Standard
GMC,2017,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Standard
GMC,2017,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Standard
GMC,2017,MPV,AWD,Uni-Body,Standard,Optional,Optional,Optional,Not Available,Not Available,5.0,Standard
GMC,2017,MPV,FWD,Uni-Body,Standard,Optional,Optional,Optional,Not Available,Not Available,5.0,Standard
GMC,2017,TRUCK,4WD,Frame-Based,Not Available,Optional,Optional,Optional,Not Available,Not Available,4.0,Standard
GMC,2017,TRUCK,4WD,Frame-Based,Not Available,Optional,Optional,Optional,Not Available,Not Available,4.0,Standard
GMC,2017,TRUCK,RWD,Frame-Based,Not Available,Optional,Optional,Optional,Not Available,Not Available,4.0,Standard
GMC,2017,TRUCK,RWD,Frame-Based,Not Available,Optional,Optional,Optional,Not Available,Not Available,4.0,Standard
GMC,2017,TRUCK,4WD,Frame-Based,Not Available,Optional,Optional,Optional,Optional,Not Available,5.0,Optional
GMC,2017,TRUCK,4WD,Frame-Based,Not Available,Optional,Optional,Optional,Optional,Not Available,5.0,Optional
GMC,2017,TRUCK,4WD,Frame-Based,Not Available,Optional,Optional,Optional,Optional,Not Available,5.0,Optional
GMC,2017,TRUCK,RWD,Frame-Based,Not Available,Optional,Optional,Optional,Optional,Not Available,5.0,Optional
GMC,2017,TRUCK,RWD,Frame-Based,Not Available,Optional,Optional,Optional,Optional,Not Available,5.0,Optional
GMC,2017,TRUCK,RWD,Frame-Based,Not Available,Optional,Optional,Optional,Optional,Not Available,5.0,Optional
GMC,2017,TRUCK,RWD,Frame-Based,Not Available,Optional,Optional,Optional,Optional,Not Available,5.0,Optional
GMC,2017,TRUCK,4WD,Frame-Based,Not Available,Optional,Optional,Optional,Not Available,Not Available,4.0,Optional
GMC,2017,TRUCK,4WD,Frame-Based,Not Available,Optional,Optional,Optional,Not Available,Not Available,4.0,Optional
GMC,2017,TRUCK,RWD,Frame-Based,Not Available,Optional,Optional,Optional,Not Available,Not Available,4.0,Optional
GMC,2017,TRUCK,RWD,Frame-Based,Not Available,Optional,Optional,Optional,Not Available,Not Available,4.0,Optional
GMC,2017,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Not Available,Not Available,4.0,Standard
GMC,2017,MPV,FWD,Uni-Body,Optional,Not Available,Optional,Optional,Not Available,Not Available,4.0,Standard
GMC,2017,MPV,4WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Not Available,4.0,Standard
GMC,2017,MPV,RWD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Not Available,4.0,Standard
GMC,2017,MPV,4WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Not Available,4.0,Standard
GMC,2017,MPV,RWD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Not Available,4.0,Standard
GMC,2017,MPV,4WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Not Available,4.0,Standard
GMC,2017,MPV,RWD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Not Available,4.0,Standard
GMC,2017,MPV,4WD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Not Available,4.0,Standard
GMC,2017,MPV,RWD,Frame-Based,Optional,Optional,Optional,Optional,Optional,Not Available,4.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Standard,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Standard,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Standard,Optional,Optional,Not Available,Not Available,5.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Standard
HONDA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,5.0,Standard
HONDA,2017,MPV,AWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,5.0,Standard
HONDA,2017,MPV,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,5.0,Standard
HONDA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Not Available,Not Available,5.0,Standard
HONDA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,TRUCK,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HONDA,2017,TRUCK,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HYUNDAI,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Optional
HYUNDAI,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Optional
HYUNDAI,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
HYUNDAI,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Optional
HYUNDAI,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,5.0,Optional
HYUNDAI,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HYUNDAI,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HYUNDAI,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Optional
HYUNDAI,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Not Available,Not Available,5.0,Standard
HYUNDAI,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HYUNDAI,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
HYUNDAI,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,5.0,Standard
INFINITI,2017,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
INFINITI,2017,MPV,FWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
INFINITI,2017,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
INFINITI,2017,MPV,FWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
JEEP,2017,MPV,2WD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Optional
JEEP,2017,MPV,4WD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Optional
JEEP,2017,MPV,4WD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
JEEP,2017,MPV,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
JEEP,2017,MPV,2WD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Optional
JEEP,2017,MPV,4WD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Optional
JEEP,2017,MPV,4WD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
JEEP,2017,MPV,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
JEEP,2017,MPV,2WD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Optional
JEEP,2017,MPV,4WD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Optional
KIA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Optional
KIA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
KIA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
KIA,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Optional
KIA,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Optional
KIA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Optional
KIA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
KIA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
KIA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Not Available,Not Available,5.0,Optional
KIA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
KIA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,PC,RWD,Uni-Body,Optional,Optional,Optional,Standard,Optional,Optional,5.0,Optional
LEXUS,2017,PC,AWD,Uni-Body,Optional,Optional,Optional,Standard,Optional,Optional,5.0,Optional
LEXUS,2017,PC,AWD,Uni-Body,Optional,Optional,Optional,Standard,Optional,Optional,5.0,Optional
LEXUS,2017,PC,RWD,Uni-Body,Optional,Optional,Optional,Standard,Optional,Optional,5.0,Optional
LEXUS,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Standard
LEXUS,2017,MPV,AWD,Uni-Body,Standard,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LEXUS,2017,MPV,FWD,Uni-Body,Standard,Optional,Optional,Optional,Optional,Optional,4.0,Standard
LINCOLN,2017,PC,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LINCOLN,2017,PC,RWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LINCOLN,2017,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,4.0,Standard
LINCOLN,2017,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,4.0,Standard
LINCOLN,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LINCOLN,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LINCOLN,2017,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Standard
LINCOLN,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
LINCOLN,2017,PC,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Standard
LINCOLN,2017,MPV,4x2,Body-On-Frame,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Standard
LINCOLN,2017,MPV,4x2,Body-On-Frame,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Standard
LINCOLN,2017,MPV,4x4,Body-On-Frame,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Standard
LINCOLN,2017,MPV,4x4,Body-On-Frame,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Standard
MAZDA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
MAZDA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
MAZDA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Standard
MAZDA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Standard
MAZDA,2017,PC,FWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
MAZDA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
MAZDA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
MAZDA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
MERCEDES-BENZ,2017,PC,4WD,Uni-Body,Optional,Optional,Standard,Optional,Standard,Standard,5.0,Standard
MERCEDES-BENZ,2017,PC,RWD,Uni-Body,Optional,Optional,Standard,Optional,Standard,Standard,5.0,Standard
MERCEDES-BENZ,2017,PC,4WD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Standard
MERCEDES-BENZ,2017,PC,4WD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Standard
MERCEDES-BENZ,2017,PC,RWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Standard
MERCEDES-BENZ,2017,PC,RWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Standard
MINI,2017,PC,FWD,Uni-Body,Not Available,Standard,Optional,Not Available,Optional,Optional,4.0,Optional
MITSUBISHI,2017,PC,RWD,Uni-Body,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
MITSUBISHI,2017,PC,AWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Optional
MITSUBISHI,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Optional
MITSUBISHI,2017,PC,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Optional
MITSUBISHI,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Optional
MITSUBISHI,2017,MPV,AWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Optional
MITSUBISHI,2017,MPV,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Optional
NISSAN,2017,PC,FWD,Uni-Body,Optional,Not Available,Optional,Not Available,Optional,Optional,5.0,Optional
NISSAN,2017,TRUCK,AWD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
NISSAN,2017,TRUCK,RWD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
NISSAN,2017,PC,FWD,Uni-Body,Optional,Not Available,Optional,Not Available,Optional,Optional,5.0,Standard
NISSAN,2017,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Not Available,Optional,Optional,5.0,Optional
NISSAN,2017,MPV,FWD,Uni-Body,Optional,Not Available,Optional,Not Available,Optional,Optional,5.0,Optional
NISSAN,2017,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Standard
NISSAN,2017,MPV,FWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Standard
NISSAN,2017,PC,FWD,Uni-Body,Optional,Not Available,Optional,Not Available,Optional,Optional,4.0,Optional
NISSAN,2017,TRUCK,AWD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
NISSAN,2017,TRUCK,RWD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
RAM,2017,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
RAM,2017,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
RAM,2017,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
RAM,2017,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
RAM,2017,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
RAM,2017,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
RAM,2017,TRUCK,2WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
RAM,2017,TRUCK,4WD,Frame-Based,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Optional
SMART,2017,PC,RWD,Uni-Body,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,4.0,Optional
SUBARU,2017,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
SUBARU,2017,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
SUBARU,2017,PC,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
SUBARU,2017,PC,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
SUBARU,2017,PC,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
SUBARU,2017,MPV,AWD,Uni-Body,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Standard
TESLA,2017,PC,AWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Standard
TESLA,2017,PC,AWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Standard
TESLA,2017,PC,AWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Standard
TESLA,2017,PC,AWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Standard
TESLA,2017,PC,AWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Standard
TOYOTA,2017,MPV,2WD,Frame-Based,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,MPV,AWD,Frame-Based,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
TOYOTA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
TOYOTA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
TOYOTA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
TOYOTA,2017,PC,FWD,Uni-Body,Not Available,Optional,Optional,Standard,Optional,Optional,5.0,Standard
TOYOTA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Standard,Optional,Optional,5.0,Standard
TOYOTA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Standard,Optional,Optional,5.0,Standard
TOYOTA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Standard,Optional,Optional,5.0,Standard
TOYOTA,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
TOYOTA,2017,PC,FWD,Uni-Body,Not Available,Standard,Optional,Optional,Optional,Optional,4.0,Optional
TOYOTA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
TOYOTA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
TOYOTA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
TOYOTA,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Not Available,Optional,Optional,5.0,Standard
TOYOTA,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Not Available,Optional,Optional,5.0,Standard
TOYOTA,2017,TRUCK,2WD,Frame-Based,Optional,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,TRUCK,4WD,Frame-Based,Optional,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,TRUCK,2WD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,TRUCK,2WD,Frame-Based,Optional,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,TRUCK,2WD,Frame-Based,Optional,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,TRUCK,4WD,Frame-Based,Optional,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,TRUCK,4WD,Frame-Based,Optional,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,TRUCK,4WD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Standard
TOYOTA,2017,PC,FWD,Uni-Body,Not Available,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
TOYOTA,2017,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Standard,Not Available,5.0,Standard
VOLKSWAGEN,2017,PC,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
VOLKSWAGEN,2017,PC,FWD,Uni-Body,Optional,Optional,Not Available,Not Available,Not Available,Not Available,5.0,Optional
VOLKSWAGEN,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Optional
VOLKSWAGEN,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
VOLKSWAGEN,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Not Available,5.0,Standard
VOLKSWAGEN,2017,PC,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
VOLKSWAGEN,2017,PC,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
VOLKSWAGEN,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
VOLKSWAGEN,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Not Available,Optional,Optional,5.0,Standard
VOLKSWAGEN,2017,PC,FWD,Uni-Body,Standard,Optional,Not Available,Not Available,Not Available,Not Available,5.0,Standard
VOLKSWAGEN,2017,PC,FWD,Uni-Body,Optional,Optional,Standard,Optional,Optional,Optional,5.0,Standard
VOLKSWAGEN,2017,MPV,AWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
VOLKSWAGEN,2017,MPV,FWD,Uni-Body,Not Available,Optional,Not Available,Not Available,Not Available,Not Available,4.0,Standard
VOLVO,2017,PC,AWD,Uni-Body,Optional,Optional,Optional,Optional,Standard,Optional,5.0,Optional
VOLVO,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Standard,Optional,5.0,Optional
VOLVO,2017,PC,AWD,Uni-Body,Optional,Optional,Optional,Optional,Standard,Optional,5.0,Optional
VOLVO,2017,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Standard,Optional,5.0,Optional
VOLVO,2017,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Standard,Optional,5.0,Optional
VOLVO,2017,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Standard,Optional,5.0,Optional
VOLVO,2017,MPV,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Standard
VOLVO,2017,MPV,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Standard
VOLVO,2017,MPV,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Standard
ACURA,2016,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
ACURA,2016,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
ACURA,2016,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
ACURA,2016,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
ACURA,2016,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
ACURA,2016,PC,FWD,Uni-Body,Optional,Optional,Standard,Standard,Optional,Optional,5.0,Standard
ACURA,2016,PC,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
ACURA,2016,PC,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Standard
AUDI,2016,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Standard
AUDI,2016,PC,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Standard
AUDI,2016,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Optional
AUDI,2016,PC,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Optional
AUDI,2016,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Optional
AUDI,2016,PC,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Optional
AUDI,2016,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Optional
AUDI,2016,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Optional
AUDI,2016,MPV,AWD,Uni-Body,Standard,Standard,Not Available,Optional,Not Available,Not Available,4.0,Standard
AUDI,2016,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Standard
AUDI,2016,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Optional
AUDI,2016,PC,AWD,Uni-Body,Standard,Standard,Optional,Optional,Optional,Optional,5.0,Standard
AUDI,2016,MPV,AWD,Uni-Body,Optional,Standard,Optional,Not Available,Optional,Optional,4.0,Optional
BMW,2016,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Optional
BMW,2016,PC,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Optional
BMW,2016,PC,RWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,5.0,Optional
